areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,addr1,addr2,tel,zipcode,sigungu
2,A02,A0202,A02020300,662637,12,20081205151811,,,126.5337766252,37.6260699674,6.0,20210311132007,51416.0,1.0,강화해수랜드,인천광역시 강화군 길상면 해안남로 13-12,,,23052,1
2,A02,A0201,A02010700,125563,12,20060302000000,http://tong.visitkorea.or.kr/cms/resource/54/1575654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1575654_image3_1.jpg,126.4786892184,37.7537263369,6.0,20200323150329,25619.0,1.0,강화향교,인천광역시 강화군 강화읍 향교길 58,,,23029,1
2,A02,A0206,A02060300,130733,14,20060220000000,http://tong.visitkorea.or.kr/cms/resource/46/1579246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1579246_image3_1.jpg,126.4547735697,37.7957598993,6.0,20210126171844,31469.0,1.0,강화화문석문화관,인천광역시 강화군 송해면 장정양오길 413,,,23013,1
35,A02,A0202,A02020700,128080,12,20040319000000,http://tong.visitkorea.or.kr/cms/resource/98/1001698_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1001698_image3_1.jpg,128.3502165172,35.7082171326,6.0,20201204110913,19994.0,3.0,개경포공원,경상북도 고령군 개진면 개경포로 681,(개진면),,40148,3
38,A01,A0101,A01010500,2638437,12,20191122162122,http://tong.visitkorea.or.kr/cms/resource/28/2639428_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2639428_image2_1.jpg,127.0067119258,35.3251617927,6.0,20201230095442,0.0,7.0,개구리생태공원,전라남도 담양군 담양읍 메타세쿼이아로 47,,,57351,7
37,A02,A0201,A02010700,1607032,12,20120419091023,,,127.5220487154,35.3638163064,6.0,20210414170721,16262.0,4.0,개령암지 마애불상군,전라북도 남원시 산내면 정령치로 1523,,,55805,4
35,A02,A0201,A02010700,1954998,12,20141010104743,,,128.1874459106,36.1715227146,6.0,20200407171811,1401.0,6.0,개령향교,경상북도 김천시 개령면 동부1길 78-37,,,39515,6
36,B02,B0201,B02010700,2604455,32,20190530174506,http://tong.visitkorea.or.kr/cms/resource/72/2604472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2604472_image2_1.jpg,128.9738301635,35.2430337205,6.0,20210201143737,0.0,4.0,개리비안비치펜션,경상남도 김해시 대동면 대동로 536-15,,055-339-7486,50809,4
5,A05,A0502,A05020100,2664961,39,20200724094657,http://tong.visitkorea.or.kr/cms/resource/04/2667904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2667904_image2_1.jpg,126.8814718006,35.1525486232,6.0,20200820170929,0.0,5.0,개마고원,광주광역시 서구 상무대로 1094,(농성동),062-366-3744,61981,5
35,A02,A0201,A02010800,126157,12,20040216000000,http://tong.visitkorea.or.kr/cms/resource/75/186975_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/186975_image3_1.jpg,128.6679949669,36.6579122746,6.0,20200318132010,19861.0,11.0,개목사(안동),경상북도 안동시 서후면 개목사길 362,(서후면),,36616,11
32,A02,A0203,A02030100,129391,12,20061116000000,,,128.6927565739,37.3190202362,6.0,20210405135211,31646.0,11.0,개미들마을,강원도 정선군 남면 광락로 354,(남면),,26143,11
1,A02,A0202,A02020700,2591792,12,20190313131125,http://tong.visitkorea.or.kr/cms/resource/88/2591788_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/88/2591788_image2_1.bmp,126.8634058253,37.4922691511,6.0,20210406162325,14.0,7.0,개봉 유수지,서울특별시 구로구 개봉동,(개봉동),,08329,7
34,A02,A0201,A02010700,126812,12,20020513000000,http://tong.visitkorea.or.kr/cms/resource/97/1600197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1600197_image3_1.jpg,127.4782837945,36.0753931283,6.0,20210305153245,23587.0,2.0,개삼터·개삼각,충청남도 금산군 남이면 개삼로 101,,,32752,2
1,A05,A0502,A05020100,398373,39,20080111201505,http://tong.visitkorea.or.kr/cms/resource/44/1885344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1885344_image3_1.jpg,126.9854701651,37.5743256886,6.0,20210311160107,23996.0,23.0,개성만두 궁,서울특별시 종로구 인사동10길 11-3,,02-733-9240,03146,23
31,A05,A0502,A05020100,134065,39,20031230000000,http://tong.visitkorea.or.kr/cms/resource/14/1942914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1942914_image3_1.jpg,126.9171701018,37.4029360362,6.0,20200713111925,22049.0,17.0,개성면옥,경기도 안양시 만안구 박달로 579,,031-469-0041,13988,17
36,A05,A0502,A05020100,2575790,39,20181210133858,,,128.5757954427,35.1405490557,6.0,20210226144927,1.0,16.0,개성순대주식회사,경상남도 창원시 마산합포구 가포로 686,"(덕동동), 지상1층",055-222-7887,51777,16
31,A05,A0502,A05020100,134729,39,20041201000000,http://tong.visitkorea.or.kr/cms/resource/83/2499083_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2499083_image3_1.jpg,127.2349145429,37.5594680265,6.0,20200713103259,19432.0,9.0,개성집,경기도 남양주시 와부읍 경강로 876,,031-576-6497,12277,9
35,A02,A0203,A02030100,128474,12,20050509000000,http://tong.visitkorea.or.kr/cms/resource/14/2629214_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/14/2629214_image2_1.bmp,128.2274589909,35.6677222637,6.0,20210316160134,44892.0,3.0,개실마을,경상북도 고령군 쌍림면 개실1길 29,(쌍림면),,40165,3
35,B02,B0201,B02010700,2531264,32,20180111151726,http://tong.visitkorea.or.kr/cms/resource/52/2530152_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2530152_image3_1.jpg,128.2274451084,35.6675389509,6.0,20200228110803,734.0,3.0,개실마을영농조합법인 신안댁,경상북도 고령군 쌍림면 개실2길 45-5,,054-956-4022,40165,3
33,A02,A0201,A02010700,1432440,12,20111109151838,,,127.7948351290,36.8149947491,6.0,20210412171858,15849.0,1.0,개심사 목조여래좌상과 목조관음보살좌상,충청북도 괴산군 괴산읍 역말길 22,,,28025,1
33,A02,A0201,A02010800,1431823,12,20111109102158,http://tong.visitkorea.or.kr/cms/resource/09/731009_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/731009_image3_1.jpg,127.7947184742,36.8149253105,6.0,20210316135423,19209.0,1.0,개심사(괴산),충청북도 괴산군 괴산읍 역말길 22,,,28025,1
34,A02,A0201,A02010800,125908,12,20020508000000,http://tong.visitkorea.or.kr/cms/resource/48/2562948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2562948_image3_1.jpg,126.5901482688,36.7469061582,6.0,20210402142522,61979.0,7.0,개심사(서산),충청남도 서산시 운산면 개심사로 321-86,,,31949,7
37,A02,A0201,A02010800,126346,12,20031204000000,http://tong.visitkorea.or.kr/cms/resource/85/1604185_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1604185_image3_1.jpg,126.6498267208,35.6628507594,6.0,20210108113635,31551.0,6.0,개암사,전라북도 부안군 상서면 개암로 248,,,56336,6
39,A01,A0101,A01010400,1887873,12,20140122095835,,,126.7736171032,33.4215318927,6.0,20201224144902,2395.0,3.0,개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,(표선면),,63624,3
39,A01,A0101,A01010400,1889809,12,20140128094602,,,126.6086785267,33.4261898467,6.0,20201224144833,3809.0,4.0,개오리오름,제주특별자치도 제주시 명림로,(봉개동),,63313,4
1,A02,A0201,A02010800,126501,12,20031230000000,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image3_1.jpg,127.0280213987,37.5899857439,6.0,20201203132638,23958.0,17.0,개운사(서울),서울특별시 성북구 개운사길 73,(안암동5가),,02842,17
31,B02,B0201,B02010700,913186,32,20100105134935,http://tong.visitkorea.or.kr/cms/resource/83/1942383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1942383_image3_1.jpg,127.3780504440,37.5971718095,6.0,20200528155954,21441.0,19.0,개울가펜션,경기도 양평군 서종면 황순원로 103,,031-774-4226,12504,19
38,B02,B0201,B02011600,2574326,32,20181206094231,http://tong.visitkorea.or.kr/cms/resource/38/2573738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2573738_image2_1.jpg,126.6616456733,34.5159721453,,20190902105013,0.0,23.0,개울한옥민박,전라남도 해남군 옥천면 도림길 81,,010-9626-5848,59022,23
31,A02,A0201,A02010800,294476,12,20071126163728,,,127.1850881761,37.4740742575,6.0,20201027163705,20884.0,5.0,개원사(경기),경기도 광주시 남한산성면 남한산성로 731-73,,,12700,5
4,A05,A0502,A05020100,634155,39,20081008162459,,,128.5942793581,35.8730779485,6.0,20200525163456,29424.0,8.0,개정,대구광역시 중구 동성로 36-6,,053-422-0366,41938,8
38,A02,A0201,A02010800,127147,12,20031024000000,http://tong.visitkorea.or.kr/cms/resource/46/1608446_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1608446_image3_1.jpg,126.9153916468,34.9044716088,6.0,20200129172254,19395.0,24.0,개천사,전라남도 화순군 춘양면 변천길 389,(춘양면),,58159,24
3,A05,A0502,A05020100,2580239,39,20181219103819,,,127.4315339062,36.3285717285,6.0,20200727175457,24.0,2.0,개천식당,대전광역시 동구 대전로779번길 41-1,(원동),042-256-5627,34628,2
1,A02,A0207,A02070200,1372085,15,20110825151910,http://tong.visitkorea.or.kr/cms/resource/44/2621144_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/44/2621144_image2_1.JPG,126.9657719166,37.5758807095,6.0,20201207135647,12866.0,23.0,개천절 대제전 2020,서울특별시 종로구 인왕산로 22,,02-736-6375,03027,23
35,A01,A0101,A01011700,127082,12,20040226000000,http://tong.visitkorea.or.kr/cms/resource/38/722638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/722638_image3_1.jpg,128.4624487572,36.3880253434,6.0,20201016140158,21695.0,19.0,개천지 / 조성지,경상북도 의성군 안계면 개천지길,일원,,37310,19
38,A03,A0303,A03030500,131061,28,20020702000000,,,126.3135760059,34.6453769224,6.0,20200821103432,21805.0,23.0,개초지(화원1호지),전라남도 해남군 화원면 개초길 45,,061-531-3612,59003,23
34,A02,A0201,A02010800,125899,12,20040219000000,http://tong.visitkorea.or.kr/cms/resource/37/1278637_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1278637_image3_1.jpg,127.2293710155,36.2407281973,6.0,20200228141404,53083.0,3.0,개태사(논산),충청남도 논산시 연산면 계백로 2614-11,(연산면),,32910,3
36,A02,A0201,A02010600,893974,12,20091211093048,http://tong.visitkorea.or.kr/cms/resource/79/1676679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/1676679_image3_1.jpg,127.7673717569,35.5658144475,6.0,20210122112704,48576.0,20.0,개평한옥마을,경상남도 함양군 지곡면 개평길 59,,,50018,20
2,A02,A0201,A02010700,947611,12,20100209180556,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image3_1.jpg,126.6210062460,37.4729365453,6.0,20210108145819,33545.0,10.0,개항장 거리,인천광역시 중구 제물량로232번안길 27,(중앙동2가),,22314,10
6,A05,A0502,A05020400,849862,39,20091030121459,http://tong.visitkorea.or.kr/cms/resource/36/1982636_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1982636_image3_1.jpg,129.0273905304,35.0996007776,6.0,20200716095255,14234.0,15.0,개화,부산광역시 중구 광복로 21,(부평동1가),051-245-6205,48979,15
1,A05,A0502,A05020400,134746,39,20041203000000,http://tong.visitkorea.or.kr/cms/resource/11/1291311_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1291311_image3_1.jpg,126.9816486368,37.5621242602,6.0,20210315100505,16506.0,24.0,개화,서울특별시 중구 남대문로 52-5,,02-776-0508,04535,24
31,A05,A0502,A05020100,2671276,39,20200908141649,http://tong.visitkorea.or.kr/cms/resource/39/2671339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2671339_image2_1.jpg,127.0518390487,37.0820172587,6.0,20210401123923,0.0,28.0,개화식당,경기도 평택시 신장1로23번길 3,,031-666-3767,17758,28
34,A02,A0202,A02020700,129439,12,20070302000000,http://tong.visitkorea.or.kr/cms/resource/65/531565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/531565_image3_1.jpg,126.6585619211,36.3133182941,6.0,20210312164210,18809.0,5.0,개화예술공원,충청남도 보령시 성주면 성주산로 673-47,,,33486,5
1,A05,A0502,A05020100,398363,39,20080111201452,http://tong.visitkorea.or.kr/cms/resource/90/1290490_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1290490_image3_1.jpg,127.0386083095,37.5277931604,6.0,20200514171721,24886.0,1.0,개화옥,서울특별시 강남구 압구정로50길 7,,02-549-1459,06018,1
35,A02,A0206,A02060300,1927047,14,20140619155513,http://tong.visitkorea.or.kr/cms/resource/69/2026169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2026169_image3_1.jpg,129.0398047825,36.5234624390,6.0,20201224132715,5344.0,21.0,객주문학관,경상북도 청송군 진보면 청송로 6359,,,37407,21
35,A04,A0401,A04010700,1972411,38,20141210135308,http://tong.visitkorea.or.kr/cms/resource/01/1968701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1968701_image3_1.jpg,129.3107239191,35.8048434931,6.0,20210311170309,1739.0,2.0,갤러리 가람,경상북도 경주시 하동공예촌길 78,(하동),054-772-0130,38126,2
1,A02,A0206,A02060500,2591878,14,20190313155411,http://tong.visitkorea.or.kr/cms/resource/75/2591875_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/75/2591875_image2_1.bmp,126.8894255436,37.4970135079,6.0,20201012105935,33.0,7.0,갤러리 구루지,서울특별시 구로구 가마산로25길 21,(구로동),,08301,7
1,A02,A0206,A02060500,130840,14,20060524000000,http://tong.visitkorea.or.kr/cms/resource/55/682555_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/682555_image3_1.jpg,126.9849480058,37.5737840753,6.0,20201118142705,19208.0,23.0,갤러리 나우,서울특별시 종로구 인사동길 39,(관훈동) 성지빌딩 301호,,03149,23
31,A02,A0206,A02060500,2713397,14,20210408142958,http://tong.visitkorea.or.kr/cms/resource/77/2704577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2704577_image3_1.jpg,127.3844974951,37.2916490012,,20210408143036,0.0,26.0,갤러리 더 화,경기도 이천시 신둔면 도자예술로99번길 41,,,17306,26
1,A02,A0206,A02060500,130577,14,20050531000000,http://tong.visitkorea.or.kr/cms/resource/07/2022407_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2022407_image3_1.jpg,126.9848480493,37.5725731030,6.0,20201202155946,21937.0,23.0,갤러리 라메르,서울특별시 종로구 인사동5길 26,(관훈동),,03149,23
1,A02,A0206,A02060500,130405,14,20071106015549,http://tong.visitkorea.or.kr/cms/resource/36/2045036_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2045036_image2_1.jpg,126.9678271232,37.5815911941,6.0,20201203134703,26273.0,23.0,갤러리 룩스,서울특별시 종로구 필운대로7길 12,(옥인동),,03034,23
1,A02,A0206,A02060500,130581,14,20050601000000,http://tong.visitkorea.or.kr/cms/resource/83/2402783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2402783_image2_1.jpg,127.0365891542,37.5240907763,6.0,20201202155643,17886.0,1.0,갤러리 마노,서울특별시 강남구 압구정로46길 71,(신사동),,06020,1
36,B02,B0201,B02011100,2569612,32,20181126110402,http://tong.visitkorea.or.kr/cms/resource/28/2567828_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/2567828_image2_1.JPG,128.6987178062,35.1495308342,,20200423100333,0.0,16.0,갤러리 마중(GALLERY MAJUNG),경상남도 창원시 진해구 충장로445번길 5,(이동),010-3178-7901,51663,16
6,A02,A0206,A02060500,1381088,14,20110906172016,http://tong.visitkorea.or.kr/cms/resource/81/1982281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1982281_image3_1.jpg,129.1666100994,35.1602160088,6.0,20201111150223,17824.0,16.0,갤러리 미고,부산광역시 해운대구 해운대해변로298번길 24,(중동) 팔레드시즈 2층,,48099,16
1,A02,A0206,A02060500,130568,14,20050523000000,http://tong.visitkorea.or.kr/cms/resource/88/1894988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1894988_image3_1.jpg,126.9858145422,37.5755949916,6.0,20200130161800,17094.0,23.0,갤러리 미즈,서울특별시 종로구 삼일대로 461,(경운동),,03147,23
1,A05,A0502,A05020900,2374916,39,20160325105228,http://tong.visitkorea.or.kr/cms/resource/53/2374853_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2374853_image3_1.jpg,127.0542426064,37.5415807288,6.0,20200330164824,4652.0,16.0,갤러리 사진창고,서울특별시 성동구 성수이로7길 26,,02-461-3070,04781,16
1,A02,A0206,A02060500,129927,14,20071106013552,http://tong.visitkorea.or.kr/cms/resource/32/1837332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1837332_image3_1.jpg,127.0560652706,37.5201388076,6.0,20201216143114,21674.0,1.0,갤러리 서림,서울특별시 강남구 학동로 523,(청담동),,06072,1
1,A02,A0206,A02060500,130614,14,20050628000000,http://tong.visitkorea.or.kr/cms/resource/98/1894998_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1894998_image3_1.jpg,126.9806370860,37.5808859501,6.0,20210405161957,17106.0,23.0,갤러리 스케이프,서울특별시 종로구 삼청로 58-4,(소격동),,03053,23
1,A02,A0206,A02060500,130571,14,20050525000000,http://tong.visitkorea.or.kr/cms/resource/92/1894992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1894992_image3_1.jpg,127.0134459064,37.5562477360,6.0,20201202160609,17553.0,24.0,갤러리 스클로,서울특별시 중구 다산로16길 29,(신당동),,04591,24
1,A02,A0206,A02060500,130190,14,20071106014620,http://tong.visitkorea.or.kr/cms/resource/39/683539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/683539_image3_1.jpg,126.9732156208,37.5780694778,6.0,20201211104124,23370.0,23.0,갤러리 시몬,서울특별시 종로구 자하문로6길 20,(통의동),,03044,23
1,A02,A0206,A02060500,130616,14,20050628000000,http://tong.visitkorea.or.kr/cms/resource/94/1895694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1895694_image3_1.jpg,126.9827480622,37.5788751102,6.0,20210317145447,17290.0,23.0,갤러리 아트링크,서울특별시 종로구 율곡로3길 66-17,(안국동),,03061,23
1,A02,A0206,A02060500,130617,14,20050628000000,http://tong.visitkorea.or.kr/cms/resource/44/682244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/682244_image3_1.jpg,126.9729156422,37.5782777816,6.0,20201126110122,18702.0,23.0,갤러리 아트사이드,서울특별시 종로구 자하문로6길 15,(통의동),,03044,23
1,A02,A0206,A02060500,1252563,14,20110408100108,http://tong.visitkorea.or.kr/cms/resource/61/1258061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1258061_image3_1.jpg,127.0458882102,37.5275211007,6.0,20201231134002,27714.0,1.0,갤러리 엠,서울특별시 강남구 압구정로71길 14,(청담동),,06010,1
